Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Customer_Value_Proxy_MYR,Churn_Probability,Customer_Segment,Priority_Score,Recommended_Action
Female,No,Yes,No,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.3,2145.0,Yes,2174.3999999999996,0.2679738562091503,High Value + Low Risk,582.6823529411763,Maintain relationship
Female,No,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,680.05,Yes,668.4,0.7546583850931677,Low Value + High Risk,504.4136645962733,Use low-cost retention action
Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,Yes,74.35,0.8977272727272727,Low Value + High Risk,66.74602272727272,Use low-cost retention action
Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,139.4,Yes,148.8,0.5684931506849316,Low Value + High Risk,84.59178082191782,Use low-cost retention action
Male,No,No,No,22,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),43.75,903.6,Yes,962.5,0.2679738562091503,Low Value + Low Risk,257.92483660130716,No immediate action
Female,Yes,No,No,5,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,28.45,131.05,Yes,142.25,0.38513513513513514,Low Value + Low Risk,54.785472972972975,No immediate action
Female,No,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45,Yes,1196.4,0.7546583850931677,Low Value + High Risk,902.873291925466,Use low-cost retention action
Female,Yes,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,1782.4,Yes,1882.0,0.5088495575221239,High Value + High Risk,957.6548672566372,Prioritize retention offer
Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,Yes,188.4,0.7546583850931677,Low Value + High Risk,142.17763975155282,Use low-cost retention action
Female,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,502.85,Yes,483.0,0.5684931506849316,Low Value + High Risk,274.5821917808219,Use low-cost retention action
Female,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,334.8,Yes,371.75,0.5684931506849316,Low Value + High Risk,211.3373287671233,Use low-cost retention action
Male,No,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,Yes,4192.0,0.32798165137614677,High Value + Low Risk,1374.8990825688072,Maintain relationship
Female,Yes,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,Yes,2030.4,0.32798165137614677,High Value + Low Risk,665.9339449541284,Maintain relationship
Female,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.6,1758.6,Yes,1738.8,0.32798165137614677,High Value + Low Risk,570.294495412844,Maintain relationship
Male,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3480.0,Yes,3401.7,0.5088495575221239,High Value + High Risk,1730.953539823009,Prioritize retention offer
Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,Yes,85.0,0.8977272727272727,Low Value + High Risk,76.30681818181819,Use low-cost retention action
Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1,Yes,860.5,0.7546583850931677,Low Value + High Risk,649.3835403726708,Use low-cost retention action
Male,No,No,No,13,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.55,597.0,Yes,592.15,0.19444444444444445,Low Value + Low Risk,115.14027777777777,No immediate action
Male,No,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.3,3266.0,Yes,3365.7,0.32798165137614677,High Value + Low Risk,1103.887844036697,Maintain relationship
Male,No,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,Yes,2571.2,0.32798165137614677,High Value + Low Risk,843.3064220183485,Maintain relationship
Female,No,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.6,Yes,3508.75,0.5088495575221239,High Value + High Risk,1785.4258849557523,Prioritize retention offer
Male,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3,5614.45,Yes,5616.8,0.32798165137614677,High Value + Low Risk,1842.2073394495412,Maintain relationship
Female,No,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,233.55,Yes,228.0,0.0711743772241993,Low Value + Low Risk,16.22775800711744,No immediate action
Female,No,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,75.3,Yes,75.3,0.8977272727272727,Low Value + High Risk,67.59886363636363,Use low-cost retention action
Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,346.2,Yes,356.8,0.7546583850931677,Low Value + High Risk,269.26211180124227,Use low-cost retention action
Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,85.7,Yes,85.7,0.8977272727272727,Low Value + High Risk,76.93522727272727,Use low-cost retention action
Female,No,No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.65,713.75,Yes,739.8,0.19444444444444445,Low Value + Low Risk,143.85,No immediate action
Female,Yes,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.25,6786.4,Yes,6841.25,0.22826086956521738,High Value + Low Risk,1561.5896739130435,Maintain relationship
Male,No,Yes,No,9,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.95,248.95,Yes,269.55,0.38513513513513514,Low Value + Low Risk,103.81317567567568,No immediate action
Female,No,Yes,No,9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.0,663.05,Yes,585.0,0.19444444444444445,Low Value + Low Risk,113.75,No immediate action
Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,137.6,Yes,140.0,0.0711743772241993,Low Value + Low Risk,9.964412811387902,No immediate action
Male,Yes,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.05,4547.25,Yes,4412.45,0.32798165137614677,High Value + Low Risk,1447.2026376146787,Maintain relationship
Male,Yes,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.75,4687.9,Yes,4762.25,0.32798165137614677,High Value + Low Risk,1561.930619266055,Maintain relationship
Female,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6985.65,Yes,6857.5,0.22826086956521738,High Value + Low Risk,1565.2989130434783,Maintain relationship
Male,Yes,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.55,5794.65,Yes,5854.8,0.32798165137614677,High Value + Low Risk,1920.2669724770642,Maintain relationship
Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,855.3,Yes,852.5,0.7546583850931677,Low Value + High Risk,643.3462732919255,Use low-cost retention action
Female,No,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,56.15,2499.3,Yes,2414.45,0.10276679841897234,High Value + Low Risk,248.12529644268773,Maintain relationship
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,89.55,Yes,89.55,0.8977272727272727,Low Value + High Risk,80.39147727272727,Use low-cost retention action
Male,Yes,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,1899.65,Yes,1891.0,0.5088495575221239,High Value + High Risk,962.2345132743363,Prioritize retention offer
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,Yes,45.7,0.5437262357414449,Low Value + High Risk,24.84828897338403,Use low-cost retention action
Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.5,161.5,Yes,179.0,0.7546583850931677,Low Value + High Risk,135.08385093167703,Use low-cost retention action
Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,Yes,208.64999999999998,0.5684931506849316,Low Value + High Risk,118.61609589041096,Use low-cost retention action
Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.6,74.6,Yes,74.6,0.8977272727272727,Low Value + High Risk,66.97045454545454,Use low-cost retention action
Female,Yes,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.65,164.3,Yes,157.2,0.0711743772241993,Low Value + Low Risk,11.188612099644129,No immediate action
Male,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,35.9,Yes,39.7,0.06666666666666667,Low Value + Low Risk,2.646666666666667,No immediate action
Female,No,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.25,96.05,Yes,97.0,0.19444444444444445,Low Value + Low Risk,18.86111111111111,No immediate action
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,145.15,Yes,139.3,0.5684931506849316,Low Value + High Risk,79.19109589041098,Use low-cost retention action
Female,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,191.05,Yes,182.6,0.19444444444444445,Low Value + Low Risk,35.50555555555555,No immediate action
Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.05,75.05,Yes,75.05,0.8977272727272727,Low Value + High Risk,67.37443181818182,Use low-cost retention action
Male,Yes,No,No,52,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.15,2550.9,Yes,2555.7999999999997,0.2679738562091503,High Value + Low Risk,684.8875816993464,Maintain relationship
Female,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,62.25,Yes,69.4,0.5437262357414449,Low Value + High Risk,37.734600760456274,Use low-cost retention action
Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,80.0,Yes,80.0,0.8977272727272727,Low Value + High Risk,71.81818181818181,Use low-cost retention action
Male,Yes,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.25,91.1,Yes,98.5,0.5437262357414449,Low Value + High Risk,53.557034220532316,Use low-cost retention action
Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.1,270.7,Yes,225.29999999999998,0.5684931506849316,Low Value + High Risk,128.08150684931508,Use low-cost retention action
Male,No,Yes,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.15,168.15,Yes,150.45,0.5437262357414449,Low Value + High Risk,81.80361216730037,Use low-cost retention action
Female,No,No,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.85,2015.35,Yes,1996.2499999999998,0.32798165137614677,High Value + Low Risk,654.7333715596329,Maintain relationship
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,Yes,19.55,0.35,Low Value + Low Risk,6.8425,No immediate action
Female,No,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,381.3,Yes,343.8,0.7546583850931677,Low Value + High Risk,259.4515527950311,Use low-cost retention action
Male,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.35,141.5,Yes,136.05,0.5437262357414449,Low Value + High Risk,73.97395437262358,Use low-cost retention action
Male,Yes,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,3105.55,Yes,3118.5,0.5088495575221239,High Value + High Risk,1586.8473451327434,Prioritize retention offer
Female,Yes,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),91.7,2758.15,Yes,2751.0,0.32798165137614677,High Value + Low Risk,902.2775229357798,Maintain relationship
Female,No,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.25,3941.7,Yes,3926.25,0.5088495575221239,High Value + High Risk,1997.870575221239,Prioritize retention offer
Male,No,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.55,1008.55,Yes,985.5,0.7546583850931677,Low Value + High Risk,743.7158385093168,Use low-cost retention action
Male,Yes,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.55,1842.8,Yes,1971.0,0.5088495575221239,High Value + High Risk,1002.9424778761062,Prioritize retention offer
Female,No,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.9,1269.55,Yes,1288.5,0.7546583850931677,Low Value + High Risk,972.3773291925467,Use low-cost retention action
Female,No,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,1907.85,Yes,1963.5,0.5088495575221239,High Value + High Risk,999.1261061946902,Prioritize retention offer
Male,No,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,208.85,Yes,210.89999999999998,0.5684931506849316,Low Value + High Risk,119.89520547945206,Use low-cost retention action
Male,No,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65,Yes,1400.25,0.7546583850931677,High Value + High Risk,1056.7104037267081,Prioritize retention offer
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,Yes,19.9,0.35,Low Value + Low Risk,6.964999999999999,No immediate action
Female,No,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.9,454.15,Yes,444.5,0.7546583850931677,Low Value + High Risk,335.44565217391306,Use low-cost retention action
Male,No,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.8,3036.75,Yes,3161.4,0.5088495575221239,High Value + High Risk,1608.6769911504425,Prioritize retention offer
Male,No,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.0,184.65,Yes,164.0,0.5684931506849316,Low Value + High Risk,93.23287671232877,Use low-cost retention action
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,Yes,90.7,0.5437262357414449,Low Value + High Risk,49.31596958174905,Use low-cost retention action
Female,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.2,52.2,Yes,52.2,0.5437262357414449,Low Value + High Risk,28.38250950570342,Use low-cost retention action
Female,Yes,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.0,4874.8,Yes,5060.0,0.5088495575221239,High Value + High Risk,2574.778761061947,Prioritize retention offer
Male,No,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.75,6125.4,Yes,5998.5,0.22826086956521738,High Value + Low Risk,1369.2228260869565,Maintain relationship
Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1058.25,Yes,985.0,0.7546583850931677,Low Value + High Risk,743.3385093167702,Use low-cost retention action
Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,489.45,Yes,512.0999999999999,0.7546583850931677,Low Value + High Risk,386.46055900621116,Use low-cost retention action
Male,No,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,4113.1,Yes,4052.0,0.5088495575221239,High Value + High Risk,2061.858407079646,Prioritize retention offer
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,Yes,69.55,0.8977272727272727,Low Value + High Risk,62.43693181818181,Use low-cost retention action
Male,No,No,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.25,6017.65,Yes,5988.5,0.32798165137614677,High Value + Low Risk,1964.118119266055,Maintain relationship
Male,No,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.0,7250.15,Yes,7280.0,0.22826086956521738,High Value + Low Risk,1661.7391304347825,Maintain relationship
Female,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.2,178.7,Yes,172.4,0.7546583850931677,Low Value + High Risk,130.1031055900621,Use low-cost retention action
Male,No,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.2,2317.1,Yes,2335.2000000000003,0.5088495575221239,High Value + High Risk,1188.2654867256638,Prioritize retention offer
Female,No,Yes,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.45,1430.25,Yes,1431.2,0.7546583850931677,High Value + High Risk,1080.0670807453416,Prioritize retention offer
Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,644.35,Yes,669.1999999999999,0.7546583850931677,Low Value + High Risk,505.0173913043478,Use low-cost retention action
Male,No,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,90.95,5453.4,Yes,5457.0,0.22826086956521738,High Value + Low Risk,1245.6195652173913,Maintain relationship
Female,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,108.55,5610.7,Yes,5427.5,0.5088495575221239,High Value + High Risk,2761.7809734513276,Prioritize retention offer
Female,Yes,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.85,292.8,Yes,315.4,0.5684931506849316,Low Value + High Risk,179.3027397260274,Use low-cost retention action
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,Yes,44.4,0.5437262357414449,Low Value + High Risk,24.14144486692015,Use low-cost retention action
Female,Yes,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.0,5509.3,Yes,5500.0,0.5088495575221239,High Value + High Risk,2798.6725663716816,Prioritize retention offer
Female,No,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,229.6,Yes,237.60000000000002,0.0711743772241993,Low Value + Low Risk,16.911032028469755,No immediate action
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9,89.9,Yes,89.9,0.8977272727272727,Low Value + High Risk,80.70568181818182,Use low-cost retention action
Female,No,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,6413.65,Yes,6209.3,0.22826086956521738,High Value + Low Risk,1417.3402173913043,Maintain relationship
